# pdb h1 h2 h3 l1 l2 l3
3utz 45.3208974359 63.6158181818 48.6910204082 63.4256818182 48.6310909091 52.2814492754
4zpt 43.9139473684 47.0126984127 39.5857407407 38.8058241758 38.1426666667 38.1710447761
5dmg 46.0384285714 30.984516129 44.6572727273 47.5406593407 43.7596078431 37.5222340426
3rjq 89.215890411 73.872 82.6589090909 none none none
5dmj 27.2837894737 37.726484375 36.644 none none none
4uim 76.1954545455 73.6502316602 78.833062201 84.1558139535 86.2913157895 67.1571653543
1za6 39.9659756098 25.4269594595 33.0606382979 24.9327819549 33.2492857143 24.5631707317
5my4 18.9660526316 24.717238806 18.3220168067 21.559047619 19.0101724138 17.9675757576
5my6 40.0414084507 40.4975806452 32.6327419355 none none none
1dqq 24.293974359 23.637480916 24.8586486486 31.8741176471 39.7030769231 21.3597435897
1lk3 31.1547777778 29.6460958904 25.8084146341 27.5471428571 32.7146808511 22.3416666667
3bz4 18.9758333333 20.2149677419 17.7391428571 17.3994573643 20.6617647059 13.8340277778
1m71 16.7501111111 33.9960130719 16.4661403509 14.6255905512 18.179137931 7.75433333333
1dql 18.183625 21.74944 15.5415 17.6254651163 21.1648888889 12.7723188406
1dqm 48.8534615385 48.9414503817 38.9986486486 48.7097647059 49.3248076923 41.3530769231
5iwl 60.2831034483 63.1226277372 52.00875 61.6085227273 65.2296774194 51.1376712329
5ggq 29.6006944444 25.8409859155 27.9266666667 27.0698765432 25.2246 22.6364935065
5ggs 30.673655914 27.1302325581 24.1973076923 30.94 23.8862962963 24.117027027
5ggu 29.7829113924 35.2602158273 30.0928467153 34.1505747126 33.1333333333 29.63025
5ggt 50.892972973 47.7806766917 35.2067889908 39.4486419753 41.058 35.6729577465
4ut7 17.0956179775 19.6445864662 19.2933658537 18.8633333333 26.3224528302 15.4793333333
5ggv 18.514556962 25.4717266187 23.6425547445 29.3409195402 25.798 22.044625
1bgx 25.259 38.0420472441 47.3872115385 32.7378378378 36.560625 37.3555696203
2op4 57.1558695652 59.124137931 60.5644347826 61.0518269231 59.7248148148 61.5548809524
5myk 18.9061842105 24.4560447761 19.4232773109 27.3063492063 17.4696551724 22.3787878788
1zan 22.3201333333 22.2496428571 21.805959596 23.8745882353 18.3261818182 20.1589156627
5myo 19.9924050633 19.4894366197 24.8544086022 21.371984127 20.7992307692 14.2820547945
6mnf 43.0676829268 44.2333070866 53.338317757 61.1821590909 51.231372549 48.1024285714
2cju 20.1625 27.6069014085 21.4696385542 27.91208 27.1617241379 23.1293150685
4jfx 51.7197560976 34.0648031496 42.4553488372 31.1242857143 41.0953703704 29.2061971831
4jfy 79.8873170732 95.8782677165 93.7184883721 87.7166666667 76.9562962963 78.7373239437
4jfz 18.2449382716 17.7659148936 16.7257692308 21.4898051948 22.5458878505 17.7899305556
4xzu 46.6361797753 31.8444776119 33.0447916667 33.4694666667 33.4854166667 28.1625316456
2p7t 36.7844827586 43.0448591549 30.165915493 30.0040243902 35.0715384615 24.4717073171
1mnu 27.9624444444 34.0149659864 29.2606306306 20.63032 18.6020689655 18.2555714286
4r8w 84.0075675676 88.7857246377 64.4866923077 72.6713043478 59.2386956522 69.3644736842
5f96 48.9061956522 52.3370454545 44.8710309278 59.6043529412 60.5131914894 40.64925
6fv0 54.0612359551 43.7309677419 64.7788888889 none none none
5f97 51.5339393939 57.3386725664 59.8821153846 none none none
2wub 42.6729113924 44.2510084034 54.2678947368 52.4078947368 49.2224074074 44.6137313433
2wuc 35.9792405063 27.2550420168 33.0376315789 26.2668421053 30.4638888889 23.5041791045
1g7m 22.2942253521 27.7291869919 18.9732911392 22.0738823529 23.7775925926 21.7242666667
1g7l 20.9788732394 23.2704065041 19.2241772152 20.4014117647 20.6309259259 18.9385135135
6df2 39.0270512821 46.6885714286 38.710875 58.8546067416 42.7256521739 47.9108988764
1tqc 35.3397530864 38.9284892086 35.644516129 37.612295082 36.872962963 29.0671428571
1g7i 11.8149295775 13.4815447154 10.5649367089 10.4929411765 14.2807407407 9.95810126582
1pw3 none none none 16.5259 14.1344827586 19.6126027397
1g7j 14.3149295775 18.4603252033 12.7505063291 15.0318823529 16.4859259259 12.9005128205
3c2a 46.6846428571 60.0472463768 63.6765142857 77.4067032967 47.2283018868 59.3738043478
5jq6 59.6111392405 54.231092437 61.4688695652 58.5468461538 72.2339655172 48.5448571429
4p3c 11.1310126582 13.69125 11.8614666667 14.47552 16.8444827586 11.3626760563
4p3d 10.9035443038 10.981 9.87266666667 11.24216 13.5379310345 8.92323943662
3hzy 31.0173255814 29.3461744966 35.0805084746 35.5308029197 32.7548275862 25.6362857143
3hzv 24.48 24.6659333333 27.6636440678 28.2905839416 30.2063793103 20.1518571429
3hzm 25.8389534884 25.7092666667 29.283220339 33.9054014599 29.8512068966 19.9311428571
3hzk 32.7030232558 31.4244666667 37.43 37.0506569343 38.4263793103 26.0807142857
2uyl 31.3502352941 34.0187121212 35.5431168831 34.34128 33.7696551724 32.4066666667
3wxv 59.4102380952 65.3323529412 42.207027027 38.6827380952 32.5028 39.3392682927
5niv 14.6746067416 16.68552 16.98975 18.6094047619 15.8732608696 15.0643529412
3wxw 55.1772619048 66.5261029412 52.9718918919 53.7016666667 54.274 51.87
5ies 50.4498850575 50.4767669173 58.1736986301 76.6591666667 63.0306896552 52.9066666667
2qqk 64.4104054054 62.5075555556 63.0554362416 60.5822368421 60.902962963 55.2713157895
2qqn 42.3856578947 36.8220661157 39.8887931034 38.3075824176 40.2227906977 37.4727536232
5jqd 61.4102352941 61.9515652174 39.6362886598 45.048045977 48.9715909091 42.2727027027
5lmw 24.1572839506 34.8888188976 23.7846363636 none none none
6dfi 36.9807407407 38.5307407407 35.9936708861 54.2162790698 49.3405660377 48.7039215686
6dfj 54.9459259259 71.8923703704 47.8351898734 69.1152325581 65.8535849057 60.8379411765
6cnw 8.97157232704 9.16977578475 14.4072897196 none none none
5gir 25.9429213483 35.9453571429 21.5702439024 32.3468888889 25.6309259259 25.3368831169
4ogy 30.2168888889 32.2113274336 23.4487719298 22.0197435897 15.7318 18.1647435897
1dcl none none none 43.9558163265 22.0415789474 38.3479220779
1mlb 32.2545555556 34.8512030075 23.4438461538 27.0002352941 19.3030769231 23.7168831169
5hi3 29.9727631579 33.1613274336 29.7288732394 33.0497029703 40.3801851852 30.6372
5hi4 30.7540789474 30.987079646 31.3626760563 38.9641584158 49.9381481481 31.3152
5hi5 38.3773684211 38.4431858407 38.3450704225 49.8091089109 62.0764814815 40.6969333333
4hix 15.4027272727 15.5820472441 13.9096428571 17.5713934426 13.6628846154 11.448
4u3x 39.1342857143 33.4603539823 28.7211881188 none none none
4eig 25.365125 32.5248717949 32.7615625 none none none
4kmt 22.8525 25.8358208955 32.5445238095 27.4576470588 28.6371111111 25.9445070423
6nb8 17.5540229885 16.5732307692 17.6161212121 17.6254761905 19.8889090909 13.0922222222
3b5g none none none 14.6552631579 13.5465517241 18.8034177215
4kml 18.9916883117 14.3125619835 13.4155555556 none none none
4hij 46.5630952381 41.618015873 44.5718888889 58.4578571429 50.5747826087 45.4682795699
4hii 67.1260714286 60.5761111111 62.5067777778 81.0807142857 68.2334782609 59.7831182796
4hih 35.461547619 33.4643650794 34.7072222222 49.8753571429 38.83 33.3504301075
4eiz 37.2951470588 30.2852892562 39.8500636943 none none none
6h15 59.55625 43.8790151515 38.8447019868 none none none
5dq9 23.8185714286 26.11504 25.9704081633 35.631779661 25.0126415094 26.5098648649
4hie 24.9301190476 24.4473015873 24.6043333333 33.1461904762 28.3982608696 23.9547311828
6h16 88.7065384615 107.091171875 100.764777778 none none none
4nm4 55.2291463415 66.2932394366 55.2119354839 49.9212403101 35.7754237288 43.3057831325
5b8c 39.2869892473 50.6205737705 39.1051923077 53.1350442478 45.1438888889 42.1705555556
1a5f 17.1701219512 17.3028461538 22.6364444444 14.258671875 10.1910344828 11.2272151899
4rdq 86.6283870968 98.7958196721 77.3497183099 96.1040217391 97.9430612245 86.438630137
2bx5 none none none 32.3498823529 34.2466666667 29.6843661972
5dqd 15.5494444444 18.0570769231 16.8555238095 14.9552941176 15.4173584906 13.83
1h0d 45.2925641026 38.4748739496 31.4136 33.5890434783 35.988372093 30.0521126761
5xmh 57.8342857143 56.1540336134 51.7598 52.1294252874 52.3870454545 52.3486111111
1rua 20.8792134831 25.696484375 26.6817808219 27.6588095238 25.7364 22.6555555556
1rul 24.8879775281 29.339609375 31.7595890411 32.4153174603 30.9332 26.94
1rum 16.1687640449 20.892578125 19.7660273973 21.9414285714 18.7218 16.9620987654
1ruk 14.8108988764 20.539453125 17.9604109589 19.9951587302 16.631 15.3339506173
5dqj 64.4840277778 86.5207692308 88.0660952381 95.418487395 82.0339622642 85.437972973
6h1f 31.8474666667 39.0871794872 31.4397959184 none none none
5e1h 50.7022857143 53.5868644068 40.7015131579 none none none
1rur 18.6433333333 22.2160294118 43.16125 24.6133333333 22.897254902 18.027260274
1rup 14.2011235955 19.983515625 17.5460273973 20.1187301587 15.922 15.1545679012
1ruq 28.6956321839 34.90625 53.1158333333 36.1818253968 33.4831372549 28.1475342466
1lve none none none 22.4092366412 22.4082758621 20.781
3pp3 20.473255814 31.7653383459 28.6356043956 49.101627907 37.8959615385 35.6890410959
6emj 46.7584615385 51.0763358779 64.6526618705 47.7698901099 52.8955 39.1791176471
1nfd 14.7816304348 20.1906535948 10.738125 6.07977011494 18.0554385965 7.24951807229
4jqi 65.6673076923 62.7854411765 59.8214851485 77.7131506849 79.5120408163 69.9906329114
6e65 27.2362921348 27.6437096774 29.9289130435 34.4442553191 31.8858333333 28.4053424658
1qkz 15.1727777778 16.3249206349 14.7294318182 23.1942857143 17.6875 15.2914285714
5mhe 39.8755555556 37.8678632479 45.9260775862 27.4983687943 28.2856043956 29.4396621622
6e63 31.4958426966 28.0321774194 30.3557608696 33.720106383 31.8745 28.478630137
6e62 55.4030337079 69.1725 53.4490217391 75.5489583333 76.9659677419 57.2593150685
6c6z 32.1932394366 44.9270542636 32.938962963 35.1786923077 40.0958333333 45.345
6c6x 33.8506410256 34.0195901639 32.4567164179 39.5319101124 37.719245283 33.5684415584
5tq0 53.074 66.2413076923 55.3819565217 65.1566666667 71.3041666667 66.2454794521
4lcu 89.0266666667 88.6038732394 59.7946478873 58.4485365854 65.2001923077 47.4315853659
4lci 28.864125 28.0628169014 34.34125 26.4454032258 30.3939622642 21.4052564103
3zl4 14.0986363636 21.6762992126 15.9525333333 19.3713483146 16.4263157895 15.4981333333
4krn 19.5855405405 19.8761363636 19.7861538462 none none none
6db5 37.7235714286 49.9385496183 40.40184 48.0821348315 40.9539285714 46.2904705882
3n9g 14.0507526882 17.7542975207 15.1897560976 20.5925 19.3483018868 23.08225
3vfg 23.4697368421 24.9047107438 18.9577777778 21.4217948718 22.1353703704 15.9448
1fh5 58.4173033708 39.5556692913 62.5009756098 45.6028235294 37.9792307692 37.8160810811
2fr4 39.2786904762 40.0952413793 41.9041052632 40.5345238095 41.234893617 39.4609459459
5weq 66.9998850575 62.5466949153 48.0802238806 49.1113953488 48.9513207547 45.3208536585
1kb9 74.8932258065 90.7272440945 68.5272222222 111.814 89.4049152542 98.7981176471
1kb5 39.97625 49.3205035971 37.2564210526 38.6327777778 41.7236 33.7837179487
5d6c 37.8104494382 42.2436507937 39.3065909091 50.9551798561 42.6805172414 38.298125
5tqa 80.015 84.3665942029 79.0245070423 77.1534951456 73.6585964912 71.753968254
5uix 58.6047560976 58.9033333333 74.5185393258 52.3242696629 52.5266666667 49.3147222222
3zlq 20.2838356164 23.6303448276 28.584 none none none
4z8f 25.6465432099 32.5212025316 27.6162121212 36.6682022472 30.2267213115 32.0139726027
3lev 63.613375 67.9316666667 90.7269753086 78.1282191781 64.331875 64.2203614458
5o14 23.1592134831 33.4906060606 22.3744444444 28.62675 27.4784 27.5365116279
3s37 102.555822785 111.726771654 78.3331481481 76.7341176471 70.499 71.6885507246
3s35 14.0687640449 18.9430967742 12.2277941176 24.8597435897 17.6733962264 14.8108450704
3s34 25.9437974684 30.6188976378 31.7468518519 57.6227058824 50.3306 37.1324637681
1cr9 20.4042696629 20.3184285714 23.4523913043 29.2222131148 29.0476363636 21.7167088608
4lu5 30.2030769231 30.5128676471 29.3425 23.6852380952 22.9144230769 19.7008108108
5yax 12.2202380952 11.7970625 16.8286792453 12.9826666667 13.0579347826 12.707972973
3bkj 18.1891860465 14.8517361111 19.5828057554 14.1755905512 18.18 11.125
6b14 28.7219277108 30.68048 30.0579824561 29.8089041096 28.7314285714 28.98
1jv5 29.077 32.4427941176 33.0708433735 25.0149450549 25.9036666667 25.3926027397
3bkm 31.6130232558 19.3170833333 26.2611510791 19.1445669291 21.6264912281 13.8085294118
3bkc 22.673372093 19.2569444444 28.7635251799 23.9477952756 21.2857894737 16.6841176471
5wym 33.02875 38.89 34.7268316832 34.3565432099 38.0747169811 33.3996153846
1bfv 16.5906976744 25.9802307692 16.1354761905 23.463037037 21.0531034483 13.9006060606
3bky 73.2754117647 45.6027480916 78.8027868852 51.1237662338 42.6473333333 56.9042307692
1bfo 54.2154022989 50.1389542484 52.5376923077 48.6533333333 45.7109090909 40.8438961039
4pub 29.7197368421 21.532952381 31.015942029 19.9375 21.7376 15.6358974359
1seq 23.0524050633 21.916984127 34.8572072072 18.7945833333 22.4038297872 17.9275294118
5kve 23.0620879121 24.2144680851 24.0501785714 20.3640875912 23.0676363636 16.6418604651
4tsa 24.1513333333 25.1831623932 27.8481818182 38.234 41.4619607843 33.0328205128
4tsc 38.0596 31.5171794872 34.1012857143 30.0259 32.1803921569 27.1208974359
4tsb 22.4514666667 21.1752991453 19.7194444444 15.7367 17.1096078431 15.9048192771
5t6l 30.0421428571 29.909057971 29.0604 31.8543678161 32.7486792453 31.0777906977
5t6p 39.8845890411 44.0165983607 29.0834453782 34.9767315175 43.04375 30.8522857143
3lex 16.2228409091 22.6822137405 15.81375 26.1368852459 20.7144897959 17.5885542169
3ley 35.8841935484 39.554375 36.4026785714 45.7405737705 49.8989795918 32.9486746988
5o1r 67.3132926829 77.74808 69.8917647059 80.5965517241 77.363 64.9933333333
3iu3 87.2109473684 87.1131578947 71.1083333333 72.6893333333 59.106122449 63.6063934426
1fve 13.1531764706 14.2176811594 12.5773333333 21.8576923077 13.8258823529 15.72
1fvd 16.1684705882 20.0862318841 18.0768235294 23.4903846154 18.2901960784 18.4605333333
5kvf 24.3482352941 19.6184057971 23.068125 14.4754074074 17.7417241379 11.5293103448
5kvg 11.8881818182 14.6338356164 11.2431034483 17.2955555556 14.1072727273 13.4548101266
5kvd 14.5131460674 20.0532608696 16.8766990291 28.0973282443 25.1727083333 19.6457333333
3iu4 22.3655555556 26.241025641 27.5846067416 23.0401351351 26.1954237288 18.7808641975
1y18 23.0978350515 29.4822627737 21.217480916 23.2042268041 22.3368627451 19.3091891892
2pr4 33.1595 27.1973484848 28.9651724138 21.8552054795 21.668125 21.5827710843
1jvk none none none 42.7336458333 33.6243859649 44.6668055556
4dcq 23.0706410256 24.4910071942 40.2508235294 22.9851546392 29.7426582278 38.6165686275
6mi2 68.5262790698 62.1386764706 62.323220339 77.7254878049 76.0625862069 73.3338157895
4jg0 23.6248148148 22.8082307692 22.0121794872 27.5105844156 27.6325233645 22.2948611111
4h20 14.4435227273 20.418778626 11.6826666667 11.275 12.4044067797 12.8261643836
5mje 55.20575 38.9941964286 47.1457 none none none
5nhw 14.5769135802 16.36608 14.0422641509 26.9315686275 25.384 22.2023684211
4m1g 11.4965753425 15.5095 11.663902439 13.5844827586 12.0109803922 10.3444776119
4m1d 28.191547619 24.2604347826 28.2168571429 23.8674725275 28.6441509434 17.1041304348
1zv5 22.4564383562 31.5207317073 25.7686138614 none none none
2vdk 5.43464285714 8.5681294964 4.51967391304 4.24040540541 4.03259259259 4.48052631579
2vdl 31.5357142857 35.2165467626 30.7295652174 30.2558108108 29.5683333333 29.4659210526
2vdm 50.2572619048 50.9576258993 50.0410869565 51.0177027027 48.7435185185 50.0040789474
2vdn 52.2173809524 54.7342446043 50.5722826087 51.7556756757 52.8490740741 51.2259210526
6cmi 55.0230136986 55.1161417323 48.0635643564 61.6387234043 55.4879545455 42.86265625
4etq 35.7194791667 41.96 30.7981052632 29.3748648649 29.5922916667 26.7287341772
6cmg 61.8776056338 51.6348818898 38.0801980198 59.2867021277 67.5540909091 38.34921875
5ijv 62.286962963 73.3439819005 73.2999112426 47.0108280255 42.7760674157 68.5709160305
1dba 19.5824358974 32.4572727273 22.6175824176 29.9137795276 23.71515625 23.5636923077
5gjs 45.369875 48.4444354839 41.6584761905 44.3264285714 43.1730612245 38.2087951807
1dbb 23.1464102564 36.9870629371 25.023956044 31.2881102362 23.7521875 28.3789230769
3ls4 32.0219277108 36.4647008547 31.41 40.2427586207 38.882745098 31.44109375
3ls5 29.5106024096 36.0513675214 22.5589473684 35.2145977011 27.488627451 24.5175
5ijk 59.0528235294 70.4903649635 55.5430769231 60.9210526316 55.6343103448 61.5062921348
2vdp 43.1939285714 45.4807194245 40.2673913043 39.3428378378 38.8185185185 39.3727631579
2vdq 38.468452381 42.7155395683 37.024673913 36.9359459459 35.3103703704 36.9838157895
2vdr 43.4479761905 46.2407194245 40.9279347826 40.4895945946 39.4924074074 40.4485526316
1dbj 21.2174358974 36.9311188811 21.8878021978 32.115511811 24.61578125 27.9349230769
1dbm 19.7670512821 34.1840559441 24.1441758242 29.7903937008 27.6040625 24.552
5nh3 29.5524691358 33.1740163934 26.7658490566 33.5125490196 39.138125 30.8836842105
4pgj 50.0105357143 47.1614018692 32.5993684211 none none none
5v7j 79.49375 53.2529365079 64.4085645933 53.4872151899 64.8135087719 51.2999038462
4jzn 58.1957142857 66.0404511278 52.9908333333 57.5624324324 61.0292592593 52.3204285714
5mtl none none none 57.8916129032 42.9426785714 52.1975
4n0y 18.1080487805 26.5508759124 24.4931746032 21.3030487805 27.2883928571 18.6617647059
5v7r 98.6297752809 86.53104 78.1669620253 75.1029347826 86.0154545455 69.69125
5v7u 21.7450561798 23.4371317829 21.7941860465 38.2265671642 22.4325 15.6681578947
1r3l 51.9203529412 52.6255970149 39.4933802817 42.7573170732 46.22 33.7817073171
1zvy 18.4056 12.7567669173 15.2373648649 none none none
1r3i 31.2336781609 31.9714179104 25.2949295775 26.988902439 33.3767307692 19.8418292683
1r3j 32.256091954 33.6107246377 24.9801408451 23.8054878049 31.0375 19.0934146341
1r3k 65.4603448276 61.1376865672 51.4584507042 50.3168292683 55.9451923077 41.0435365854
5itf 42.6787012987 43.7397580645 40.7756435644 47.017195122 43.3538461538 38.3594805195
5cp3 32.4661797753 35.6349612403 31.1440625 34.923 31.3592307692 30.8098717949
5w08 40.6895454545 57.0864492754 46.0616410256 118.218979592 65.7305555556 62.4564150943
6dg2 37.0745054945 52.2116197183 36.2784615385 56.2839189189 58.8641818182 45.2890909091
5w06 26.9061956522 33.31768 28.9895238095 36.4275193798 37.3332758621 34.6688461538
4g5z 9.54397435897 16.6622535211 17.7592105263 11.712278481 14.0107272727 10.5065714286
4j8r 49.0277380952 52.8327906977 44.0373958333 47.1213846154 45.7975 42.4480882353
